MSOA,park,road,station,squar,garden
E02000063,0.014818853441337699,0.3457732469645463,0.06915464939290926,0.11361120971692236,0.24204127287518243
E02000064,0.04935354022018659,0.07050505745740943,0.007050505745740942,0.03525252872870471,0.02820202298296377
E02000065,0.0012971596586703145,0.04718418258413269,0.5295917030300682,0.0074309581876224485,0.0012687001783745645
E02000066,0.0804462408394764,0.04328579456337309,0.036290484434979876,0.003266852419877214,0.011460901095799895
E02000067,0.034934185257875824,0.07801968040925601,0.6680192536533811,0.0008677519921273537,0.0013016279881910306
E02000068,0.0622165053940657,0.11368652349279278,0.09219354890211554,0.013008905673304646,0.017951655782725996
E02000069,0.34681368443529137,0.5152660454467186,0.08577326778522595,0.011436435704696792,0.05945377447462137
E02000070,0.11486083123122803,0.15298058308089324,0.00942517323081583,0.0012269981224372606,0.013306126914092938
E02000071,0.26001975575449104,0.45503457257035934,0.0,0.0,0.048753704203967074
E02000072,0.05162064795520754,0.1453981584071679,0.08259303672833206,0.013765506121388677,0.009463785458454716
E02000073,0.023006900308545738,0.08947127897767786,0.038344833847576226,0.0,0.05086183837748464
E02000074,0.16954518142911001,0.33909036285822003,0.08422876781277461,0.042114383906387304,0.037676706984246675
E02000075,0.21843371247774027,0.34949393996438444,0.04952029406020749,0.2250185404613384,0.043686742495548055
E02000077,0.06714082397138454,0.1119013732856409,0.15666192259989728,0.0,0.0
E02000078,0.02291525292501971,0.0649265499542225,0.09482619129422784,0.004515532918772754,0.02291525292501971
E02000079,0.09570214185942144,0.27901892063239775,0.08626671942257708,0.10267619264516077,0.05391669963911067
E02000080,0.3225300797744427,0.16396780591885077,0.1693733379821096,0.08942277858081428,0.05614918655074384
E02000081,0.08161053197587319,0.09644881051694104,0.018885081779540906,0.009442540889770453,0.1686168016030438
E02000082,0.10769046490083908,0.10769046490083908,0.41662875734977883,0.04307618596033563,0.010769046490083908
E02000083,0.15349703518461597,0.23629626578212665,0.04840570404162163,0.028024354971465156,0.024839769179253207
E02000084,0.2258772464161883,0.011602041549467135,0.005075893177891872,0.01426798150802259,0.08510620927577255
E02000085,0.13556798374804852,0.01532507642369244,0.0013605728748314861,0.0027211457496629722,0.0447963772384856
E02000086,0.2696864283926244,0.043902441831357455,0.0,0.2985887761722943,0.23832754137022621
E02000087,0.02043765422617645,0.011445086366658811,0.00500401209390687,0.00389200940637201,0.0027795209747599973
E02000088,0.5498953628432873,0.06469357209921028,0.22261800050812544,0.0,0.008086696512401285
E02000089,0.006304138462978096,0.08825793848169335,0.02182777707831401,0.006304138462978096,0.1260827692595619
E02000090,0.11233330452381997,0.23057888823310416,0.37864910431565857,0.08755106301619892,0.044342093890981565
E02000091,0.08513959499075882,0.15281465767572097,0.032754640479600576,0.0,0.056759729993839214
E02000092,0.028409399084985368,0.013393002425778816,0.0,0.005424053305167862,0.0012175456750708016
E02000093,0.021925826857648732,0.12259661623852987,0.468670324867435,0.07674039400177056,0.010962913428824366
E02000094,0.001145620946505383,0.021766797983602277,0.0,0.020621177037096896,0.006873725679032298
E02000095,0.09041745264492537,0.10785331292469835,0.25579811493484006,0.3767393860205224,0.007534787720410448
E02000096,0.3531783961352157,0.04155039954531949,0.24930239727191694,0.02596899971582468,0.005193799943164937
E02000097,0.57818054539316,0.005005892167906147,0.0,0.01501767650371844,0.010011784335812294
E02000098,0.40963099320926655,0.100832244482281,0.028574128627364075,0.018906045840427686,0.022057053480498967
E02000099,0.1277919572326826,0.6900765690564862,0.32860789002689816,0.025558391446536523,0.014604795112306584
E02000100,0.5954069256016471,0.03786579132115738,0.33818068800619866,0.043088659089592876,0.07181443181598814
E02000101,0.35510384951879925,0.02785128231519994,0.14644302080597818,0.0742700861738665,0.006962820578799985
E02000102,0.17616062105620103,0.05033160601605744,0.0,0.10066321203211488,0.1258290150401436
E02000103,0.3763591694812677,0.09565194728834261,0.05775374578795105,0.026917130895211992,0.012977902395905783
E02000104,0.7181192872002145,0.019901689252661833,0.25540501207582683,0.056388119549208526,0.001658474104388486
E02000105,0.3548580559209063,0.24538057058360543,0.09815222823344218,0.18686674221366875,0.016987885655788067
E02000106,0.14645386125233156,0.09589240915331233,0.17786790996492213,0.07497042897440782,0.06276594053671353
E02000107,0.21029185512023127,0.11916538456813106,0.08411674204809251,0.1472042985841619,0.1472042985841619
E02000108,0.09316065331489103,0.10646931807416117,0.5589639198893461,0.053234659037080585,0.02218110793211691
E02000109,0.0233211655189308,0.00425419063312364,0.011003081013351797,0.036211875690383755,0.000435670125078927
E02000110,0.1700500897371812,0.06654133946237524,0.18483705406215345,0.10720549135604901,0.011090223243729207
E02000111,0.3955182779915261,0.323320497088311,0.4206305496100357,0.15067362971105758,0.10526276700736985
E02000112,0.21640159551638058,0.10958208453808208,0.13444524657613433,0.03959688769023134,0.0010438212848163893
E02000113,0.0991339083196621,0.14936175520162423,0.03545926431297072,0.15597068242293505,0.0026435708885243227
E02000114,0.05576437502966962,0.23049275012263443,0.2211986876176895,0.10595231255637227,0.005576437502966962
E02000115,0.08733772633500542,0.18526184374092058,0.24878019016637906,0.2937723522177455,0.08469112856727798
E02000116,0.15381150618601033,0.16571949376170145,0.04167795651491893,0.12404153724678252,0.0039693291918970405
E02000117,0.26248060798350875,0.324240751038452,0.12352028610988648,0.20072046492856552,0.01544003576373581
E02000118,0.06335279905870639,0.01140350383056715,0.032943455510527325,0.0386452074258109,0.0
E02000119,0.06393714687652313,0.033107180163459926,0.015940494152777002,0.02049492105357043,0.004307651722714131
E02000120,0.01916498671595068,0.05749496014785204,0.008049294420699285,0.02395623339493835,0.005749496014785204
E02000121,0.0698320583310035,0.2887649979633388,0.03316029378679943,0.06605735247527358,0.0053484344817418435
E02000122,0.16806259860409506,0.11384885711890311,0.14637710201001827,0.1084274829703839,0.3469679455052285
E02000123,0.10381676115601621,0.14065496672750583,0.3415906334810856,0.3633586640460567,0.006697855558452658
E02000124,0.5439565116853806,0.09809051850064242,0.1587282935737668,0.5124486481669924,0.005944879909129844
E02000125,0.021944988506780016,0.10843406085703067,0.17555990805424013,0.4840806288260298,0.1820143164385872
E02000126,0.4876784378210031,0.2343697346809675,0.28881926900078825,0.38824885341089566,0.04971479220505371
E02000127,0.11309188955548184,0.07162940315994533,0.0,0.01023277187999219,0.0057995840797683005
E02000128,0.033991522074725895,0.038519038657655255,0.003965677575384688,0.006588782928283135,0.012163906944522712
E02000130,0.06337100487925419,0.06256884026052945,0.07299698030395102,0.02326277394301736,0.07299698030395102
E02000131,0.31354312445810667,0.006689969395403594,0.04264855489569791,0.020266671991957946,0.0030990299405178412
E02000132,0.06161343555177201,0.11674124630862065,0.1151198401098898,0.050263592160656116,0.04053515496827106
E02000133,0.04486417415464038,0.19311101049171292,0.15308552844120182,0.03665428145775255,0.012936805220383254
E02000134,0.1122608622306067,0.1843441527155226,0.2587908297737144,0.16898213998922904,0.11462424880388264
E02000135,0.1909605427649104,0.1877778670521619,0.16868181277567085,0.1464030827864313,0.015913378563742534
E02000136,0.3214880982965265,0.08742220216835371,0.0018800473584592195,0.010586386734711418,0.051701302357628535
E02000137,0.04438604925662901,0.03698837438052417,0.42166746793797555,0.09616977338936285,0.12576047289378217
E02000138,0.8609512770122096,0.007386617247959854,0.004924411498639903,0.029546468991839415,0.24704131018176845
E02000139,0.1963380252286018,0.20288262606955518,0.34031924372957645,0.026178403363813572,0.06871830883001062
E02000140,0.03558719268875369,0.4151839147021264,0.12321894790460612,0.08214596526973741,0.011862397562917897
E02000141,0.056635604694646874,0.07321187923942157,0.020720343180968367,0.008288137272387348,0.00690678106032279
E02000142,0.00528108907245083,0.029926171410554706,0.04048834955545637,0.02112435628980332,0.07745597306261218
E02000144,0.17768151121285683,0.08400841325126704,0.11820652838010141,0.02416171177580689,0.07843263361069622
E02000145,0.0035304869524108696,0.11179875349301087,0.020373569581231352,0.009414631873095651,0.012945118825506521
E02000146,0.06046236607116825,0.011978393278250314,0.007985595518833542,0.0034223980795000898,0.009696794558583587
E02000147,0.03893644037511794,0.043803495422007684,0.029202330281338458,0.12167637617224357,0.2579539174851564
E02000148,0.11185587003698946,0.04688076905962058,0.047703238692245506,0.022240667422409415,0.05034393799527822
E02000149,0.02085428490789016,0.46400783920055605,0.03128142736183524,0.041368226574201264,0.01042714245394508
E02000150,0.28124037474286,0.0351550468428575,0.12225333548913835,0.0698590488509362,0.5312318189587356
E02000151,0.004628789459792398,0.14349247325356435,0.06248865770719737,0.0,0.05509222070650398
E02000152,0.05900651185663089,0.02776777028547336,0.00347097128568417,0.007868909830442613,0.007868909830442613
E02000153,0.4636481970533209,0.004523397044422643,0.001809358817769057,0.0063327558621917,0.03663951605982341
E02000154,0.03162392425917057,0.13361954862147823,0.6358073193159557,0.07941207567183534,0.023301838927809893
E02000155,0.05099533002484779,0.388349051727687,0.031691851054873404,0.019613588471095303,0.5570259125791066
E02000156,0.1137460754330722,0.05221131331354134,0.07645228020911411,0.03334909730926673,0.039158484985156006
E02000157,0.18328307506887234,0.21316122180152658,0.45911647772636494,0.0,0.0
E02000158,0.04776699437247602,0.09090229026146483,0.0,0.020200508946992185,0.060601526840976555
E02000159,0.06880829829810257,0.1232148597431139,0.003200385967353608,0.01846863819965392,0.03139668493941166
E02000160,0.05211017178155028,0.10017918449881831,0.1302754294538757,0.04559640030885649,0.031234035400850957
E02000161,0.0,0.04256899669605586,0.006141379559539648,0.030706897797698238,0.018424138678618945
E02000162,0.18425348006132192,0.07018840517108765,0.009633702670541443,0.04606337001533048,0.1636043831578979
E02000163,0.030066356959765027,0.16946210326372416,0.09521013037258924,0.04420750519923239,0.06778484130548966
E02000165,0.025485303290334885,0.023168457536668078,0.13723459411510802,0.14364443672734206,0.008950082224898348
E02000166,0.18606851804782118,0.037435116125531236,0.018041019819533124,0.04243739889367451,0.021567219147896416
E02000167,0.3325474162874344,0.08939070474638558,0.07784513427033578,0.11825463093651008,0.41004268478576866
E02000168,0.04192036290234619,0.07423715175797307,0.03810942082031472,0.06692014296047265,0.020731524926251205
E02000169,0.019667918440685696,0.07211570094918089,0.010926621355936498,0.05681843105086979,0.035693629762725894
E02000170,0.028071435520787814,0.07381747859170129,0.002599206992665538,0.01559524195599323,0.28955165898294094
E02000171,0.24456157821694438,0.4936242897753049,0.12903248912059642,0.07501888902360257,0.1050264446330436
E02000172,0.014474422191662046,0.2721191372032465,0.06195052698031356,0.10132095534163432,0.03763349769832132
E02000173,0.48208795701132245,0.2381970023815786,0.12621594150099583,0.1338078778318828,0.11957299721146974
E02000174,0.020553500004582847,0.0957205857356287,0.05226461429736781,0.06342222858556994,0.024664200005499418
E02000175,0.03687039808786608,0.30914410704441564,0.48735103113576833,0.11439277355466143,0.01938059386669884
E02000176,0.6922385382177607,0.030390960214438278,0.0776657872146756,0.0776657872146756,0.05571676039313684
E02000177,0.02196198139196574,0.11897664701908396,0.04545175279380736,0.061875495399973036,0.00324655377098624
E02000178,0.17935879421472087,0.6142641890362565,0.06666433059308209,0.1253924313536544,0.07936229832509774
E02000179,0.2826523200789254,0.2013135229339109,0.010167349643126813,0.1138743160030203,0.06303756778738624
E02000180,0.039007713350563876,0.09679691831436221,0.030820909314025778,0.13243359470870453,0.017336761489139502
E02000181,0.06337567285609008,0.10603237573999688,0.004875051758160776,0.04753175464206757,0.15356413038206446
E02000182,0.2261096981404257,0.10348269937776919,0.09365184293688113,0.09830856440888074,0.018368179139554033
E02000183,0.08974978342254555,0.088270819081671,0.010664111299990236,0.12322108166339082,0.006694259648169053
E02000184,0.036818728351848067,0.15259098648493183,0.06162706938036601,0.08348203647691753,0.04961668205703589
E02000185,0.01631814111993879,0.48426483500053646,0.05087420466804446,0.05855332990095683,0.016798086446995812
E02000186,0.4249030967799637,0.05048506485086228,0.0407328530371636,0.08272654612411938,0.08954537496483217
E02000187,0.02707902397933007,0.07853637140813681,0.5679933307685676,0.11807462716519054,0.011468974916777428
E02000188,0.043146122489282054,0.1036689025290421,0.6418724523747988,0.15792662916624883,0.01926799442672048
E02000189,0.06980102176092039,0.1612877978553306,0.12401540759464495,0.12520134728475768,0.015417215971465423
E02000190,0.033014713568646215,0.06197301181827788,0.08608614732575327,0.15177753985312784,0.37161271450305533
E02000191,0.01365525116812268,0.07837147877123668,0.027488503748120327,0.13034789103872785,0.017800141187496975
E02000192,0.02504907968054298,0.17534355776380087,0.050745980387306905,0.33621911260866744,0.1474872536363005
E02000193,0.017400523661005234,0.036360053777187235,0.01847338831833118,0.12776309352827686,0.07650866087555673
E02000194,0.11832729513619825,0.12559300624105252,0.06331548248515871,0.09445424436310562,0.01349346348044366
E02000195,0.07947376594955546,0.0898399093342801,0.0034553811282415424,0.051830716923623135,0.051830716923623135
E02000196,0.16931129886358767,0.02052258168043487,0.03552922739742651,0.41045163360869735,0.005921537899571085
E02000197,0.00703382577846929,0.06330443200622361,0.015724582261871053,0.7455855325177447,0.07076062017841975
E02000198,0.03415849360561766,0.3074264424505589,0.04274301589705044,0.02277232907041177,0.012727261558645488
E02000199,0.8127343810612014,0.038701637193390544,0.0,0.008931147044628586,0.011908196059504782
E02000200,0.2518883350185764,0.06373078355891693,0.15878190210270737,0.027313192953821536,0.006069598434182564
E02000201,0.26547161658403473,0.5019826931770839,0.08688161997295682,0.03378729665614988,0.02413378332582134
E02000202,0.28213650294508674,0.34259432500474823,0.0,0.045687226156222414,0.0
E02000203,0.46179949576613244,0.044855361713920294,0.011241771200257043,0.012967171167448034,0.005801102890700436
E02000204,0.0011158570629804837,0.29867774052444285,0.030479523445285695,0.0021464453130482885,0.0021464453130482885
E02000206,0.21920308356912882,0.28009282900499793,0.2719741962802154,0.15881022381851712,0.04871179634869529
E02000207,0.21676863880377936,0.16733017732221564,0.15515721420662204,0.009507396438762254,0.0019014792877524505
E02000208,0.019147515719864585,0.5074091665764114,0.003567128041104759,0.0,0.007134256082209518
E02000209,0.014791654664689445,0.2387795681585582,0.04226187047054127,0.15120735625647488,0.03803568342348715
E02000210,0.3402108205151615,0.23711663248026407,0.0876300598296628,0.020618837606979485,0.2525807606854987
E02000211,0.008134384596250776,0.014235173043438859,0.0,0.032537538385003104,0.40468563366347615
E02000212,0.08652118459111184,0.6614684112288227,0.13396828581849576,0.06764606981681033,0.002791005954551995
E02000213,0.061152580222322554,0.3210510461671934,0.4930426780424756,0.08850470381557922,0.0027300259027822566
E02000214,0.11487606946503377,0.3919301193512917,0.04595845799997569,0.01351483170176868,0.29056888158802663
E02000215,0.042196236170164415,0.4998631054004092,0.30673417831388744,0.1379492336332298,0.027589846726645963
E02000216,0.5623293080837019,0.052836310826656546,0.008806051804442758,0.02578915171301093,0.09812457724950502
E02000217,0.19145965563935208,0.17328721374815934,0.055815357237234846,0.061007483491861345,0.023364568145819237
E02000218,0.02253159460697027,0.09913901627066919,0.009012637842788109,0.0,0.8877448275146287
E02000219,0.14258026556176592,0.08009138374148579,0.020429966130516366,0.010701410830270477,0.20770952267022688
E02000220,0.05900486968715561,0.07200746255134644,0.09478441832723933,0.02842635819274822,0.007442863501571301
E02000221,0.058319761195283065,0.029159880597641533,0.027273383630248203,0.03215063758201502,0.007438195535522237
E02000222,0.07318064597868353,0.09788110209351178,0.04269282112589343,0.04789926272661214,0.14161521153954895
E02000223,0.0,0.026953884366049587,0.0,0.5274955175232392,0.0
E02000224,0.08907291502365451,0.1650245641335513,0.23677437462639966,0.265474298823539,0.04663737682035145
E02000225,0.036726519095683814,0.055687190191722774,0.021264109607623604,0.0,0.0
E02000226,0.027286189143342347,0.017830994438745557,0.0040423983916062734,0.004457748609686389,0.05527608276011123
E02000227,0.015286181823892273,0.04701906524162693,0.022513972129671468,0.024457890918227636,0.1163221893366359
E02000228,0.0,0.005183407967878105,0.029377778261849573,0.10885156732544021,0.11662667927725737
E02000229,0.006940872822777109,0.020822618468331326,0.0,0.24619030684004048,0.0
E02000230,0.05708291223164141,0.05303762239817102,0.20210436492824393,0.16609150172058817,0.055829076208601065
E02000231,0.018309308054274807,0.050350597149255716,0.0,0.027463962081412212,0.03661861610854961
E02000232,0.3559322489655715,0.022781800162953912,0.0,0.06183631472801777,0.048818143206329816
E02000233,0.05677081671724008,0.08515622507586013,0.02838540835862004,0.07569442228965345,0.3500867030896472
E02000234,0.013680153367256248,0.091201022448375,0.22367690937693271,0.1618818148458656,0.018240204489674998
E02000235,0.10556659181043414,0.021980419285650893,0.1292986163259581,0.029779922903139917,0.0035452289170404667
E02000236,0.002886816763469434,0.006298509302115129,0.0006205719436298304,0.005773633526938868,0.0015746273255287822
E02000237,0.03431971080028623,0.1587286624513238,0.002859975900023852,0.027169771050226596,0.011439903600095409
E02000238,0.2379050982164681,0.2643389980182979,0.11454689914126243,0.24010792319995392,0.03120192063981933
E02000239,0.009615591517362994,0.04120967793155569,0.010628695197987379,0.03708871013840012,0.2641989949214006
E02000240,0.18441715590403862,0.3749653433734436,0.20644779947813746,0.05999445493975098,0.01876798177073977
E02000241,0.09205914840147106,0.10206557757554399,0.15610029511553788,0.05603600337480847,0.0
E02000242,0.02911953813210757,0.0873586143963227,0.0,0.046591261011372107,0.10483033727558724
E02000243,0.20427331283016598,0.05185399479534982,0.4116892920115653,0.05813932749781647,0.0
E02000244,0.04053063737446842,0.009353224009492712,0.06991316219071707,0.031177413364975707,0.00804119906659691
E02000245,0.35064965263783143,0.02361394596610834,0.0,0.10153996765426586,0.0030407254880402755
E02000246,0.0037284583080076364,0.006460955875476631,0.010076608788547485,0.006460955875476631,0.01295233222441383
E02000247,0.11600865332204055,0.0401568415345525,0.001643992113548984,0.02379664683529037,0.1805903842970103
E02000248,0.2887479014810094,0.04240789913759965,0.3150894009660854,0.15778233061489283,0.09550276091228695
E02000249,0.09629156583698499,0.4677018912082128,0.013755937976712141,0.07221867437773874,0.09128944471303252
E02000250,0.08835619962247461,0.012762562167690776,0.0,0.00981735551360829,0.0608676041843714
E02000251,0.06273463784490842,0.22922271520254997,0.007238612059027894,0.004825741372685263,0.007238612059027894
E02000252,0.1717817374818741,0.13119899691172263,0.20624927056885212,0.10284667130791816,0.005559279530157738
E02000253,0.096864491697097,0.11139416545166154,0.0484322458485485,0.7410133614827921,0.028631244155341705
E02000254,0.2311808552027908,0.0577952138006977,0.03853014253379847,0.1155904276013954,0.33471402750161844
E02000255,0.20112810645444235,0.04117583281744489,0.2283580198040332,0.4054235846640728,0.014253172898346309
E02000256,0.08244351913263363,0.43372460065428997,0.12824867622968264,0.33335857736238816,0.07169001663707272
E02000257,0.01673068262545008,0.11135198769605109,0.13459111736760648,0.11358274537944443,0.5889200284158428
E02000258,0.03210508833119666,0.026754240275997213,0.1765779858215816,0.23008646637357605,0.01605254416559833
E02000259,0.5934801851718701,0.016434835897067172,0.14973961595105645,0.44191447634336173,0.08486727770003108
E02000260,0.1457174745125412,0.12091450012742781,0.17982156429207213,0.018602230788835047,0.007331272822031963
E02000261,0.5960659502177659,0.17423466237134697,0.0917024538796563,0.14366717774479487,0.02139723923858647
E02000262,0.04237251787318408,0.24576060366446767,0.21186258936592042,0.09321953932100498,0.031073179773668327
E02000263,0.04240416127969515,0.07208707417548177,0.3128311039898914,0.04664457740766467,0.0
E02000264,0.03259526038971063,0.025804581141854254,0.15007401137762605,0.06994399625292073,0.021051105668354785
E02000265,0.01473410692190042,0.06840835356596624,0.021048724174143458,0.14523619680158986,0.06104130010501602
E02000266,0.06829523640593912,0.052799678565936134,0.04866000436522075,0.08608643244446108,0.006862308307915748
E02000267,0.046427746882026985,0.1023305441481411,0.03600519145953113,0.34773434909599804,0.2795139863305706
E02000268,0.3104052510819771,0.06425298200239175,0.019004403127467984,0.21900312175463105,0.043438635719926816
E02000269,0.16166420210739155,0.0200387788206817,0.10100627702857128,0.13864668589444634,0.023829899138107968
E02000270,0.006435921426952346,0.010447924394403158,0.04463353301289029,0.0074389221688150485,0.01094942476533451
E02000271,0.10478888434165402,0.08981904372141773,0.009979893746824193,0.026613049991531183,0.18629134994071828
E02000272,0.20941821438219738,0.010069976470737896,0.0072727607844218145,0.05296061699425116,0.008951090196211464
E02000274,0.034175501829805374,0.12531017337595304,0.10884924206240106,0.1196142564043188,0.0064565006971302
E02000275,0.1293849484109454,0.049647712762339515,0.0,0.009026856865879911,0.013540285298819867
E02000276,0.0579242276495562,0.09505514280952812,0.04010138837276968,0.24060833023661807,0.07426183031994385
E02000277,0.04175773704683012,0.14805015862057952,0.0075923158266963855,0.0,0.4593351075151313
E02000278,0.02914970802189685,0.24291423351580707,0.2234810948345425,0.11488109389512771,0.019433138681264565
E02000279,0.050199018486761025,0.027888343603756124,0.027888343603756124,0.06759343653201573,0.037015453338960995
E02000280,0.015998168417296784,0.002956902262824393,0.0005160699489450576,0.006147244177977028,0.03758378402484689
E02000281,0.06254815011276413,0.00423391357209188,0.004886574227559698,0.027097046861388027,0.0211695678604594
E02000282,0.06381005702463782,0.19143017107391347,0.09926008870499217,0.08508007603285042,0.007925088805156287
E02000283,0.0017218033060739785,0.012913524795554838,0.006026311571258925,0.0017218033060739785,0.049491296345713025
E02000284,0.061419721400965105,0.03607528261760257,0.034975119131105126,0.05699894653581206,0.041847327836418986
E02000285,0.0,0.27127414970184727,0.0,0.13563707485092363,0.04069112245527709
E02000286,0.08938282478532333,0.04965712488073518,0.134074237177985,0.5958854985688222,0.03227713117247787
E02000287,0.7390296661866534,0.051852898921815604,0.17116490906230394,0.030708998390589822,0.026178162562470013
E02000288,0.014847102179171045,0.05962039468823373,0.01097761743774619,0.009743410805080998,0.0015502140513078445
E02000289,0.31575114426972173,0.04857709911841873,0.012144274779604683,0.09715419823683746,0.04857709911841873
E02000290,0.0008905399666704608,0.02097716365934863,0.006841861725008173,0.0010884377370416743,0.0
E02000291,0.1315118302718465,0.19175457512908095,0.10776663869498534,0.045118723559783754,0.02578212774844786
