MSOA,park,road,station,hill,squar
E02000147,0.036791486215278495,0.04088867924100939,0.029004065166517014,0.021824441034877802,0.11650296300672691
E02000148,0.10029909217781961,0.04152753737127854,0.04496104165839598,0.0008749513127760046,0.015693398611251925
E02000149,0.021646376892804516,0.47579345040476057,0.03412925057412704,0.09630354561204918,0.03838511816850426
E02000150,0.27889739446616957,0.03443956824610512,0.11400404711539074,0.06433773825469392,0.06280172323209852
E02000151,0.004035204673400886,0.12357496324640438,0.05725977187246968,0.0,0.0
E02000152,0.049890384506158326,0.023193225202373248,0.0030847374551994035,0.0034817190441702606,0.005947542344541783
E02000153,0.44119561868146084,0.0042521693611922125,0.001809745869131302,0.007149261038293004,0.006106255590701114
E02000154,0.029401971022067312,0.13911291943281864,0.6213502597613105,0.025702577257765848,0.06585848743038766
E02000155,0.051593493849247656,0.38814143692652725,0.029201146527552662,0.028250662065783274,0.02010764495521734
E02000156,0.11959810988599506,0.054232014966859615,0.08449453396793305,0.020934509218551407,0.031787332243379575
E02000157,0.15907223808110973,0.2042871134862601,0.46816905016111465,0.08492444132254116,0.0
E02000158,0.0478864551324263,0.10643842395720657,0.0,0.014202947800094035,0.024261760465657208
E02000159,0.06122182321810788,0.10830082297291192,0.002993078285002995,0.021958716360818913,0.014427046141786718
E02000160,0.05173214001136877,0.10859819500081462,0.13594108442313388,0.03068712779581346,0.045867821605427184
E02000161,0.0,0.043538988849079335,0.00579075779639829,0.0,0.027912243506342405
E02000162,0.1525782484975647,0.06626863731833547,0.009677940617339013,0.0858268391895468,0.038652024952362286
E02000163,0.026304186749219253,0.1660173367753399,0.0875543053694945,0.05894637252901546,0.04442354846748891
E02000165,0.020738529192354523,0.018624666095599096,0.09115770355666498,0.8052181605756394,0.11844495685234745
E02000166,0.1180704074364993,0.023466621911533873,0.012033155359560968,0.1708828368138658,0.02728704691300828
E02000167,0.2991644999294986,0.07944234744006952,0.07361023907880644,0.43726087980144795,0.10779888121831176
E02000168,0.03038905552570451,0.053163883580982216,0.029038541166802937,0.013110229737699907,0.04915737080498408
E02000169,0.015875476016386114,0.0575044448230355,0.009270529242563313,0.0669668727292756,0.046472625846054195
E02000170,0.021640843262339105,0.05621756004201122,0.002106205299399829,0.015689899181095552,0.012182636661701605
E02000171,0.22153630916499317,0.4417295347035429,0.12285873515845164,0.1822055277202303,0.06885998651877553
E02000172,0.011470826428552981,0.21303736695490638,0.05160464019266175,0.005443528397769619,0.081364013965177
E02000173,0.424720981417792,0.20730842556198922,0.116880462544312,0.2301196907809618,0.11945345997985221
E02000174,0.014461707610688095,0.06653380560418638,0.03865376624722034,0.007353068040166891,0.045218370211661196
E02000175,0.033217853933023074,0.2751426684638599,0.4615150954664744,0.009599671297882343,0.10443160477604517
E02000176,0.5706436678187858,0.024748955745958475,0.06729600053698552,0.16182030474908607,0.0648751828356419
E02000177,0.015610382884161186,0.08354240816353524,0.033958066081695236,0.023673302252442532,0.0445656599978913
E02000178,0.16186679414590602,0.5476379236422658,0.06323811111711974,0.015294934611236391,0.11466900143545779
E02000179,0.22076339653935273,0.15532833603070403,0.008347041031945342,0.21103577469997672,0.0901238863847218
E02000180,0.028871680197557044,0.07077605069452213,0.02397823933347247,0.02029803842600282,0.09932517774002428
E02000181,0.051123225183588215,0.08449623954445354,0.004133568784326196,0.0011663816909700268,0.038852513937584494
E02000182,0.19187292749091875,0.08674920206854772,0.08353358431096558,0.8480324262499653,0.08453284452648696
E02000183,0.06298013909984179,0.061191428386592805,0.007865840802124843,0.23452475157991118,0.08761830360533011
E02000184,0.025273514484358214,0.10347345784855212,0.04446503579921974,0.01058263361539429,0.058067015599663645
E02000185,0.013968362082540202,0.40950665272445197,0.0457744051665797,0.0014622230143157974,0.05078857352294244
E02000186,0.30035558619751823,0.03525428929867135,0.03026501717128158,0.011480139313325212,0.05925572653689719
E02000187,0.023632131708599985,0.0677086183364201,0.5210308098907441,0.002814866501695479,0.10441576914048249
E02000188,0.037859202572246044,0.08986310476242601,0.592009538788202,0.010459798463411123,0.14041861117018348
E02000189,0.054694628732348004,0.12484973914414496,0.10214304976051479,0.02378210012715925,0.09941033068047475
E02000190,0.02695502435150629,0.04998480773052432,0.07387810443654105,0.002619444150090982,0.1255680995342913
E02000191,0.011766513419714136,0.06671283112293863,0.024897141052334048,0.008240594883358378,0.11381296250744645
E02000192,0.0219500609079262,0.1517878459823245,0.0467407718473614,0.035918940383630624,0.2985423660444248
E02000193,0.012092384695955085,0.024961885211170137,0.013494179194603224,0.0033792417190569154,0.08996936863877875
E02000194,0.080848889389603,0.08477304941613877,0.04547255104768193,0.08077300373331914,0.06539585418835586
E02000195,0.0719405433555004,0.08033826601162432,0.0032877300768710586,0.31542099445848504,0.047541924070366864
E02000196,0.18598950796963148,0.02227089781272878,0.035544796574551375,0.006686522324408183,0.45688206495270434
E02000197,0.007305914126147043,0.06495615371848323,0.015358713384638012,0.11267918803535126,0.7847296205255582
E02000198,0.032442669111146225,0.2884445348569771,0.03410097954255062,0.1026386905401292,0.021916183874667587
E02000199,0.8148734849595914,0.038333115713173355,0.0,0.007082446922728299,0.009073783476245718
E02000200,0.232788576762833,0.058184337769692424,0.13954071355323824,0.036601766926792186,0.02557794796823126
E02000201,0.256264761024513,0.478699273642414,0.08815541273647198,0.016583387502120683,0.03304942122626041
E02000202,0.29858458841629154,0.3581718924769503,0.0,0.0,0.04322240864418412
E02000203,0.37077528236553425,0.03557745773279978,0.007367729787208981,0.0005735102757160944,0.00930697674410135
E02000204,0.001351590232853302,0.3573901374574099,0.03362268685210265,0.07536482515972844,0.002282618914995554
E02000206,0.2128640437879775,0.26869579342503924,0.2776090552487422,0.01402993297873703,0.1398029096079396
E02000207,0.21784064438779208,0.1661192501531101,0.14662472103546045,0.0,0.009681523041831806
E02000208,0.01802663406542309,0.4719149600174191,0.0031580112257925544,0.0,0.0
E02000209,0.014978850980934641,0.23887028729204035,0.04498427576718488,0.0050773400297916115,0.1344348190783719
E02000210,0.32306919300998127,0.22243988980582674,0.08746832495950427,0.0,0.019840436382183586
E02000211,0.008874976941862857,0.015342937302075046,0.0,0.0026322857660633363,0.035972186975419186
E02000212,0.08281445594209587,0.6254549493033417,0.13478326534608223,0.0,0.0568464529737762
E02000213,0.05682378824533355,0.2947085359294043,0.4815597584736787,0.009630701816503136,0.0735170065890453
E02000214,0.11106254005778143,0.37432592136518383,0.04120218121111491,0.0,0.013240009401099862
E02000215,0.04058324149581182,0.47492751274857614,0.3100883610781819,0.03518461301093306,0.1344410598528012
E02000216,0.5223810330305293,0.04848779059519843,0.008598608858910459,0.21628692609288105,0.024275789065697995
E02000217,0.1724865032233993,0.1542224476797471,0.0528544831402045,0.022197745792637724,0.05569299492281974
E02000218,0.02167959075168586,0.09423386074568382,0.009115098121937344,0.0,0.0
E02000219,0.14293350130148713,0.07931651762808095,0.019475498803580127,0.3956731777504295,0.00983447816312087
E02000220,0.04929105045975369,0.059423872957956536,0.08322761402211613,0.010398096296193442,0.024062517331797137
E02000221,0.04991124955519979,0.024653107836949593,0.022195659668176757,0.0113873034116223,0.027881228975087893
E02000222,0.0602326335266371,0.09021344017869574,0.04186723656379809,0.0,0.045283252380600755
E02000223,0.0,0.02708941273679172,0.0,0.0,0.4445861835877201
E02000224,0.06973740741180681,0.15090636673171307,0.23037784722764126,0.027578480649547512,0.24901060313993614
E02000225,0.03163722454866761,0.05469399592152513,0.016627182298427686,0.028150455962669987,0.0
E02000226,0.02082665474743302,0.01524014072970891,0.003243142427755674,0.014642037992103398,0.003908097366184534
E02000227,0.012276750044509009,0.041234958229583535,0.01548513289147255,0.020390939807649142,0.01990412148423532
E02000228,0.0,0.0045763632514407146,0.02434655638815215,0.00824393034425501,0.09857713080842812
E02000229,0.006023554205306179,0.017851606526607628,0.0,0.021438770285855356,0.18311068824396728
E02000230,0.04997603141569651,0.05070454229650896,0.18598658260344994,0.016024549728075207,0.16287207174460602
E02000231,0.014460709843727479,0.039284889337440225,0.0,0.012866981268176467,0.021979635624833373
E02000232,0.3077661469422223,0.02300808022335906,0.0,0.011842030157067867,0.06405784629703631
E02000233,0.050307123381331253,0.07454593596069245,0.02643928863241943,0.029841818333890744,0.06796852394934723
E02000234,0.012968428071364533,0.08540814841498093,0.1931102339425981,0.1205201707882055,0.15550131046141505
E02000235,0.08979677773442765,0.02131748492439538,0.11560547605641053,0.06606734016837015,0.029625108543406577
E02000236,0.002619814944547426,0.005646669900865802,0.0005006776472687519,0.7739194396664526,0.005309336218200719
E02000237,0.03370628316735638,0.15400181182188982,0.002952431946971898,0.024992901387107472,0.027039137957553184
E02000238,0.21529891274512217,0.23632113046816133,0.10896115592654942,0.19157061494819197,0.22018320877969882
E02000239,0.008417555621744373,0.035637927317976326,0.008847819859456848,0.751838157389801,0.032899654438108966
E02000240,0.16970547666856084,0.3810188042061894,0.17837998989254342,0.10981969075949713,0.06253206656160554
E02000241,0.0872498168406696,0.09556087035994101,0.15550758323899289,0.00900103554818959,0.05381512346617118
E02000242,0.022050542360904236,0.06534972418417,0.0,0.005232088301372111,0.03575023294874519
E02000243,0.20149307716490583,0.050528213712405665,0.42684317871448335,0.027582512865929668,0.058110969158617284
E02000244,0.039007351567274785,0.008892576198369702,0.05782222829922806,0.012459394868981875,0.03040484051147621
E02000245,0.33755224864061123,0.025454990426337844,0.0,0.12533701857133064,0.11227363475567886
E02000246,0.00345369818040024,0.006823663557733012,0.0072604686496345935,0.0,0.0069992901117298615
E02000247,0.13661775627212253,0.046717493967959225,0.0018410382974443035,0.1766270700570085,0.028396979363069456
E02000248,0.275291916774426,0.039941521968466016,0.28248876535863016,0.03385941881436648,0.15243075727920455
E02000249,0.07575298447891465,0.36348278999264627,0.011375015174141688,0.0,0.05757058312951447
E02000250,0.07272372035028565,0.0103771993372712,0.0,0.0325940471175458,0.008187912559364503
E02000251,0.05887630166441104,0.21251716189519834,0.00714066576852166,0.0,0.0045891979077959345
E02000252,0.15407601307649513,0.11624968473576798,0.19444677261533314,0.01419755590826658,0.09347336951351043
E02000253,0.08542854312792819,0.09705190595641722,0.04489761603114377,0.010135117626298758,0.6622226832596433
E02000254,0.2209771175589157,0.054574597482810204,0.03871206434665917,0.0,0.11195846257108696
E02000255,0.19623072296979724,0.03968623129760901,0.20950928287418072,0.02016423552123534,0.40081398441562743
E02000256,0.07622002750677621,0.3961228214496147,0.10798246470457117,0.007863158937345639,0.3122941371635681
E02000257,0.015302105134284115,0.10060943791696902,0.11705777073745458,0.007866817448583169,0.10526633429429988
E02000258,0.028186927100137968,0.023204366403189743,0.16295237657971037,0.016720279383437887,0.20469373703578966
E02000259,0.560443185331003,0.015331829094269875,0.14863201351806263,0.010229255573787292,0.422866435727664
E02000260,0.1595496211812732,0.1307873543657641,0.20695512709978048,0.004027390235249675,0.02063900647203129
E02000261,0.5454347155395369,0.15750206377605258,0.08820225664345786,0.019910639472847384,0.13321270287894602
E02000262,0.039581701936400135,0.22679093208225107,0.2080246238939661,0.0344367123925743,0.08823822480934224
E02000263,0.044163869856830115,0.07416846161243096,0.3063806505715457,0.0,0.04922655275332922
E02000264,0.02612332736686512,0.02043026878562555,0.12642408125406443,0.0032283681430227604,0.056802061483230935
E02000265,0.011677885716325645,0.05356150480949083,0.017535431526406825,0.009896052221612424,0.1166419815348586
E02000266,0.04942981236427116,0.03775139949045103,0.03405547014663861,0.0009855934064935722,0.06313539136762823
E02000267,0.041781283433014696,0.09097303426540233,0.034058033639513555,0.003034818651127239,0.31709644861355785
E02000268,0.26582974885982885,0.05435894732454226,0.01710720393857686,0.00827518599146723,0.19004849918254058
E02000269,0.13006801624277517,0.015926895604987418,0.08541915960335769,0.0018093393096115385,0.11303313260318029
E02000270,0.005699130806323817,0.009139683171220155,0.04154410755196958,0.001756198851470181,0.0066749424227084166
E02000271,0.09733711533194542,0.0824204364644873,0.009744048779281592,0.0,0.02504941120110625
E02000272,0.1797991692960945,0.008540925087864349,0.006563308356529897,0.00018994755947066315,0.04607505709634242
E02000274,0.020248570455379852,0.07334474892563234,0.04611441955494773,0.0,0.07181282794086467
E02000275,0.11879793164127285,0.0450326595319509,0.0,0.0016388387393452132,0.008398491671335285
E02000276,0.043921966728871026,0.07120334129178456,0.03196179876528262,0.0013361123087723564,0.18487228264159059
E02000277,0.04103740123589996,0.14373250699731283,0.007842733145551842,0.004426015787046626,0.0
E02000278,0.028232390419215048,0.2324179323975202,0.22751210544120784,0.0,0.0953599498131829
E02000279,0.04789415691879779,0.0262853192372339,0.027967928760394035,0.0,0.056619879376366526
E02000280,0.015046704871508955,0.003036793655311889,0.0005101877021876255,0.04338031353840504,0.006475825941782054
E02000281,0.07546577606160199,0.005824294159088337,0.0061971263369789515,0.03917002900886621,0.03823487408074396
E02000282,0.06450951016201606,0.19118253997317036,0.10547743194199462,0.0,0.08715696489286362
E02000283,0.0017940477861280541,0.013292249922677343,0.006600127543523291,0.0,0.0018179152134193924
E02000284,0.045711297453185404,0.03135915014493002,0.027360572829489543,0.030881664603019915,0.05082270315792628
E02000285,0.0,0.2406729674031257,0.0,0.0,0.1234336882711892
E02000286,0.07828463746496328,0.042964253251737444,0.12342924736908552,0.030958583629806836,0.5288407385243062
E02000287,0.7015682699831245,0.04862776802143693,0.17079418386369885,0.0623680781638599,0.02954019349272663
E02000288,0.01606326178399204,0.06372210512740707,0.010816528450465674,0.01012414772551081,0.010681756434406709
E02000289,0.266374809305679,0.04048396338814277,0.010768868676836437,0.024309475733899254,0.08305186861246724
E02000290,0.0011375668995686327,0.02647119372757074,0.00810428208909415,0.0,0.0014088564343455834
E02000291,0.11207225687581994,0.1829851350650763,0.0965312455527682,0.17358782761957697,0.04416347820538669
E02000292,0.10055187279815196,0.0231323339484624,0.006515235142608995,0.033500165923049614,0.009770233905428
E02000293,0.3252849720510338,0.011756407474750201,0.010424144740403853,0.03059069170433295,0.08843261050842906
