,gss_code,group,tw_count,tw_neg_count,tw_neg_ratio,sentiment,sent_vader,sentpos_tfidflr,shannon
34,E05000147,A,796,21,0.026381909547738693,1.135678391959799,0.21923329145728643,0.7281421276289516,1.1388418936665923
35,E05000169,A,800,21,0.02625,1.2,0.3992165,0.7408494364547233,0.9345168065308486
36,E05000165,G,302,7,0.023178807947019868,1.076158940397351,0.27652350993377484,0.673496230440769,1.0712001063513301
37,E05000166,E,1828,18,0.009846827133479213,1.2089715536105032,0.4318050328227571,0.7774107317121035,1.673156037902837
38,E05000164,E,2571,68,0.026448852586542202,1.1516919486581096,0.2829823415013613,0.7222933441308436,1.5865572450074497
39,E05000146,A,710,12,0.016901408450704224,1.1183098591549296,0.2505969014084507,0.7248649929053291,1.670825677734137
40,E05000117,H,2013,19,0.009438648782911079,1.2061599602583208,0.32296612021857923,0.7521838550451332,0.37677016125643675
41,E05000119,H,1116,17,0.015232974910394265,1.2383512544802866,0.36447007168458784,0.777875436400292,0.45010265293990304
42,E05000108,H,683,12,0.017569546120058566,1.2269399707174231,0.36788579795021964,0.7564593770458757,0.9528928420607281
43,E05000110,H,1414,22,0.015558698727015558,1.2128712871287128,0.3950391089108911,0.7544610018309461,0.2873643046809562
44,E05000107,H,806,13,0.016129032258064516,1.2146401985111663,0.3337806451612903,0.7590527873278349,0.24493002679463532
45,E05000127,H,867,11,0.012687427912341407,1.2491349480968859,0.43724359861591694,0.7806320471380441,0.45274929507639283
46,E05000112,A,1183,10,0.0084530853761623,1.3415046491969569,0.44569416737109047,0.8059397222701709,1.266684975348586
47,E05000120,H,1894,20,0.010559662090813094,1.1578669482576558,0.3086358500527983,0.7328197932598602,0.9671134041663516
48,E05000118,H,552,10,0.018115942028985508,1.2246376811594204,0.35279184782608697,0.7626672141578446,0.5608217485593017
